name|label|concept
B13016_017|estimate, total, women who did not have a birth in the past 12 months, 45 to 50 years old|women 15 to 50 years who had a birth in the past 12 months by age
B14001_001|estimate, total|school enrollment by level of school for the population 3 years and over
B14001_002|estimate, total, enrolled in school|school enrollment by level of school for the population 3 years and over
B14001_003|estimate, total, enrolled in school, enrolled in nursery school, preschool|school enrollment by level of school for the population 3 years and over
B14001_004|estimate, total, enrolled in school, enrolled in kindergarten|school enrollment by level of school for the population 3 years and over
B14001_005|estimate, total, enrolled in school, enrolled in grade 1 to grade 4|school enrollment by level of school for the population 3 years and over
B14001_006|estimate, total, enrolled in school, enrolled in grade 5 to grade 8|school enrollment by level of school for the population 3 years and over
B14001_007|estimate, total, enrolled in school, enrolled in grade 9 to grade 12|school enrollment by level of school for the population 3 years and over
B14001_008|estimate, total, enrolled in school, enrolled in college, undergraduate years|school enrollment by level of school for the population 3 years and over
B14001_009|estimate, total, enrolled in school, graduate or professional school|school enrollment by level of school for the population 3 years and over
B14001_010|estimate, total, not enrolled in school|school enrollment by level of school for the population 3 years and over
B14002_001|estimate, total|sex by school enrollment by level of school by type of school for the population 3 years and over
